# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];Trc13_S11[dB];Trc15_S21[dB];re:Trc16_S11[U];im:Trc16_S11[U];Trc17_S21[°];
5.492200000000000E+006;-9.838233442610507E+000;-6.445382296075536E+000;-2.705621097625349E-001;1.749033960173282E-001;-6.629911181658681E-001;
5.492300000000000E+006;-9.902637526731734E+000;-6.438661495929518E+000;-2.695153561529984E-001;1.721297329981031E-001;-8.875640908235212E-001;
5.492400000000000E+006;-9.966249624694008E+000;-6.431005449244705E+000;-2.685045386784922E-001;1.693678579924799E-001;-1.105115551617889E+000;
5.492500000000000E+006;-1.003044214909767E+001;-6.449124650572830E+000;-2.674978175615908E-001;1.665725433013306E-001;-1.324777444390199E+000;
5.492600000000000E+006;-1.009504610728353E+001;-6.454017841471317E+000;-2.665018246031566E-001;1.637438068413501E-001;-1.560779878650909E+000;
5.492700000000000E+006;-1.015669828787540E+001;-6.448041824840688E+000;-2.656130338695855E-001;1.609531649393415E-001;-1.782381303888619E+000;
5.492800000000000E+006;-1.022119925549929E+001;-6.444197620039117E+000;-2.646491136959592E-001;1.580983229652018E-001;-1.996534072154036E+000;
5.492900000000000E+006;-1.028603361108200E+001;-6.429084016320397E+000;-2.636823970249653E-001;1.552341136832044E-001;-2.216239766177671E+000;
5.493000000000000E+006;-1.034904702161229E+001;-6.401502060966734E+000;-2.627939202734252E-001;1.523704187710762E-001;-2.450206759799942E+000;
5.493100000000000E+006;-1.041053040379744E+001;-6.393117187378062E+000;-2.619246366827830E-001;1.495850924079976E-001;-2.667416128880944E+000;
5.493200000000000E+006;-1.047249193589501E+001;-6.387126815118148E+000;-2.610874881465221E-001;1.467130677099497E-001;-2.890535588558249E+000;
5.493300000000000E+006;-1.053431001931168E+001;-6.411613228631400E+000;-2.602523897506306E-001;1.438487318806739E-001;-3.106954398187297E+000;
5.493400000000000E+006;-1.059608533054237E+001;-6.405727299233892E+000;-2.594871586342212E-001;1.408592074645738E-001;-3.338205068946228E+000;
5.493500000000000E+006;-1.065676582822534E+001;-6.376754975793598E+000;-2.586965606885291E-001;1.379907091805294E-001;-3.569675001668362E+000;
5.493600000000000E+006;-1.071816610411348E+001;-6.369108041484543E+000;-2.579126019617821E-001;1.350541173058349E-001;-3.789113023213942E+000;
5.493700000000000E+006;-1.077658985299246E+001;-6.365357556804105E+000;-2.572219170401968E-001;1.321469856529219E-001;-4.018095278866839E+000;
5.493800000000000E+006;-1.083715171920657E+001;-6.357702211065135E+000;-2.564685849237370E-001;1.291965344893300E-001;-4.239775702922120E+000;
5.493900000000000E+006;-1.089810986909227E+001;-6.356223230607009E+000;-2.557437777144814E-001;1.261489412642278E-001;-4.462287639692249E+000;
5.494000000000000E+006;-1.095266336605641E+001;-6.348971922199494E+000;-2.551186603392586E-001;1.233605253408810E-001;-4.681400220591569E+000;
5.494100000000000E+006;-1.100803832217678E+001;-6.346543211903017E+000;-2.545422204598874E-001;1.203918430310944E-001;-4.912395229900538E+000;
5.494200000000000E+006;-1.106532378466712E+001;-6.340845752265284E+000;-2.538981714337850E-001;1.173997665766670E-001;-5.143873537074267E+000;
5.494300000000000E+006;-1.111823841676994E+001;-6.343309441708170E+000;-2.533359371155353E-001;1.145439185030677E-001;-5.361969415733372E+000;
5.494400000000000E+006;-1.117333445631467E+001;-6.335951383557590E+000;-2.527588528275813E-001;1.115254090748417E-001;-5.586869631702286E+000;
5.494500000000000E+006;-1.122850084826147E+001;-6.331483981136657E+000;-2.521704103778097E-001;1.084972361724026E-001;-5.821121320824520E+000;
5.494600000000000E+006;-1.127969865111342E+001;-6.327815150412338E+000;-2.517135320313346E-001;1.054450706256397E-001;-6.054493593498949E+000;
5.494700000000000E+006;-1.132927756707308E+001;-6.324565771436276E+000;-2.512335058481251E-001;1.025411275643351E-001;-6.264266256952255E+000;
5.494800000000000E+006;-1.138092297621625E+001;-6.325381775286514E+000;-2.507125357947452E-001;9.952758154627797E-002;-6.503851158092468E+000;
5.494900000000000E+006;-1.142961822401621E+001;-6.320493060742088E+000;-2.502670990651687E-001;9.652772490921842E-002;-6.728172456020888E+000;
5.495000000000000E+006;-1.147840711467542E+001;-6.319745243871719E+000;-2.498090295310372E-001;9.350342494566111E-002;-6.959200256883745E+000;
5.495100000000000E+006;-1.152648421170006E+001;-6.316341722174927E+000;-2.494035466438365E-001;9.034402295077067E-002;-7.193758722291113E+000;
5.495200000000000E+006;-1.156935117760534E+001;-6.311788164602483E+000;-2.490803515125475E-001;8.736153651068872E-002;-7.410886381697320E+000;
5.495300000000000E+006;-1.161403619796614E+001;-6.310903053976493E+000;-2.487160387787014E-001;8.426264590769783E-002;-7.647045650427762E+000;
5.495400000000000E+006;-1.165384153867588E+001;-6.310482159518359E+000;-2.483943113364862E-001;8.143072131504800E-002;-7.866659759672902E+000;
5.495500000000000E+006;-1.169325092374153E+001;-6.306905613767531E+000;-2.481601392394621E-001;7.829425257119614E-002;-8.099939597698800E+000;
5.495600000000000E+006;-1.173134183020523E+001;-6.304880763193505E+000;-2.478839838206592E-001;7.533706970109137E-002;-8.310830563736175E+000;
5.495700000000000E+006;-1.177111224026775E+001;-6.302461296675280E+000;-2.475570327341534E-001;7.228966395474114E-002;-8.542696362562747E+000;
5.495800000000000E+006;-1.180501111451810E+001;-6.301841515964940E+000;-2.473635762609067E-001;6.931389236695305E-002;-8.776135444148709E+000;
5.495900000000000E+006;-1.183968815537130E+001;-6.301103863624364E+000;-2.471558901917027E-001;6.619882269489914E-002;-9.000683237804536E+000;
5.496000000000000E+006;-1.186974595888992E+001;-6.299930333645798E+000;-2.470298176618968E-001;6.319051569158471E-002;-9.232163021098883E+000;
5.496100000000000E+006;-1.190131975373927E+001;-6.329214358173219E+000;-2.468522204555482E-001;6.008150054214805E-002;-9.463627160399083E+000;
5.496200000000000E+006;-1.192867236999811E+001;-6.331685726473594E+000;-2.467408894505225E-001;5.709199403889044E-002;-9.682863604306016E+000;
5.496300000000000E+006;-1.195743889932157E+001;-6.334632406036198E+000;-2.465845141988005E-001;5.397400600649534E-002;-9.917913500928876E+000;
5.496400000000000E+006;-1.197774619184408E+001;-6.334642710005745E+000;-2.466319572469303E-001;5.091711436434170E-002;-1.014640840901106E+001;
5.496500000000000E+006;-1.200220950387369E+001;-6.302019463658893E+000;-2.465232615877595E-001;4.785314731074757E-002;-1.037286229394494E+001;
5.496600000000000E+006;-1.202235311499346E+001;-6.303398819090520E+000;-2.464980265679233E-001;4.483902586481565E-002;-1.060155945306099E+001;
5.496700000000000E+006;-1.204074243680107E+001;-6.297315992547884E+000;-2.464911542533653E-001;4.181738381605527E-002;-1.083136402667585E+001;
5.496800000000000E+006;-1.205798279690784E+001;-6.298586161559914E+000;-2.464888277577028E-001;3.875819283117729E-002;-1.104865153504746E+001;
5.496900000000000E+006;-1.207042316916983E+001;-6.295515092329296E+000;-2.465860152247080E-001;3.572381797723116E-002;-1.128844674610244E+001;
5.497000000000000E+006;-1.208068873564389E+001;-6.296396236496019E+000;-2.467512371057911E-001;3.237455371328241E-002;-1.153147204030778E+001;
5.497100000000000E+006;-1.209036874246741E+001;-6.297098332448130E+000;-2.468501453265129E-001;2.934959374876741E-002;-1.175807844600369E+001;
5.497200000000000E+006;-1.209790955272119E+001;-6.297623470646392E+000;-2.469733586915190E-001;2.633147949917367E-002;-1.199089822422601E+001;
5.497300000000000E+006;-1.210284896841555E+001;-6.297852857080208E+000;-2.471174236759764E-001;2.349561197463860E-002;-1.219140515801041E+001;
5.497400000000000E+006;-1.210645617708330E+001;-6.299757019988381E+000;-2.472902636691454E-001;2.038213434500077E-002;-1.242407452434950E+001;
5.497500000000000E+006;-1.210739269290218E+001;-6.298567895959167E+000;-2.474847344924850E-001;1.749105434241169E-002;-1.265876803596565E+001;
5.497600000000000E+006;-1.210585742122300E+001;-6.302570283247122E+000;-2.477280739723361E-001;1.439430929508397E-002;-1.287514494749689E+001;
5.497700000000000E+006;-1.210572370623947E+001;-6.303415897238608E+000;-2.478884415058353E-001;1.138469356310458E-002;-1.310637723005634E+001;
5.497800000000000E+006;-1.209700151259096E+001;-6.304534432224802E+000;-2.482571889195623E-001;8.393713963845768E-003;-1.333574431253841E+001;
5.497900000000000E+006;-1.208823696708947E+001;-6.303770795581656E+000;-2.485920231639229E-001;5.360942803950264E-003;-1.355865864661830E+001;
5.498000000000000E+006;-1.207879778109393E+001;-6.307321041197895E+000;-2.489094864945715E-001;2.307564154162548E-003;-1.379574518070838E+001;
5.498100000000000E+006;-1.206737733551480E+001;-6.307602892381369E+000;-2.492467315465040E-001;-6.893985915798360E-004;-1.401547094484987E+001;
5.498200000000000E+006;-1.205368144579798E+001;-6.311500536268420E+000;-2.496127751858926E-001;-3.754383820974486E-003;-1.424607854168694E+001;
5.498300000000000E+006;-1.203748704530300E+001;-6.311878306510145E+000;-2.500171968392940E-001;-6.697413502986421E-003;-1.447244494571112E+001;
5.498400000000000E+006;-1.201939754483393E+001;-6.316055699296291E+000;-2.504401830702496E-001;-9.708946485605467E-003;-1.469142456085884E+001;
5.498500000000000E+006;-1.200037922422967E+001;-6.319154894375822E+000;-2.508559229132920E-001;-1.270948988810285E-002;-1.491706734598603E+001;
5.498600000000000E+006;-1.197627416971179E+001;-6.321101636502018E+000;-2.513824694439166E-001;-1.575526766598155E-002;-1.514673050275307E+001;
5.498700000000000E+006;-1.195135872635589E+001;-6.323587445520071E+000;-2.519095413329043E-001;-1.865385012771391E-002;-1.537128287753928E+001;
5.498800000000000E+006;-1.192677569823200E+001;-6.326226255739891E+000;-2.523905828553201E-001;-2.162345691245769E-002;-1.559375530379897E+001;
5.498900000000000E+006;-1.189832819383110E+001;-6.328677642538111E+000;-2.529452996687018E-001;-2.467706157026324E-002;-1.582856554265144E+001;
5.499000000000000E+006;-1.186876557417920E+001;-6.332727808408530E+000;-2.535170939433812E-001;-2.757777789760246E-002;-1.605314355587793E+001;
5.499100000000000E+006;-1.183773959074411E+001;-6.334924673812543E+000;-2.541057249763796E-001;-3.046275123188313E-002;-1.626443155855202E+001;
5.499200000000000E+006;-1.180301876475152E+001;-6.340121152159192E+000;-2.547671830335576E-001;-3.342332496868909E-002;-1.649790996305629E+001;
5.499300000000000E+006;-1.177055704840768E+001;-6.341466697616407E+000;-2.553385847477845E-001;-3.634542847756819E-002;-1.672016106622755E+001;
5.499400000000000E+006;-1.173362457847491E+001;-6.348629747140953E+000;-2.560119694153152E-001;-3.930322382411243E-002;-1.693950089328079E+001;
5.499500000000000E+006;-1.169549668699836E+001;-6.351041032851619E+000;-2.567186722729620E-001;-4.211842845876881E-002;-1.716902754690801E+001;
5.499600000000000E+006;-1.165567062164585E+001;-6.351920243785254E+000;-2.574310367764744E-001;-4.506867376136219E-002;-1.739914741857410E+001;
5.499700000000000E+006;-1.161585434910157E+001;-6.358046712021777E+000;-2.581315829377593E-001;-4.794876106917191E-002;-1.761668019684510E+001;
5.499800000000000E+006;-1.157433577530281E+001;-6.365670930028964E+000;-2.588517840765686E-001;-5.088115905667601E-002;-1.783766778719377E+001;
5.499900000000000E+006;-1.153153819114564E+001;-6.367686679896818E+000;-2.596107800610660E-001;-5.370826515394828E-002;-1.805575081254219E+001;
5.500000000000000E+006;-1.148467610106774E+001;-6.372545207102190E+000;-2.604697421934931E-001;-5.657144828603217E-002;-1.827605902216666E+001;
5.500100000000000E+006;-1.143952604118225E+001;-6.377226550604510E+000;-2.612629734728494E-001;-5.940472838766904E-002;-1.851169717135901E+001;
5.500200000000000E+006;-1.139239266014646E+001;-6.377338907622564E+000;-2.620955759196419E-001;-6.226164519856560E-002;-1.872785655430061E+001;
5.500300000000000E+006;-1.134126929367068E+001;-6.386600045786242E+000;-2.630267759716752E-001;-6.516776623273354E-002;-1.896101231406352E+001;
5.500400000000000E+006;-1.129499477010828E+001;-6.390570102790363E+000;-2.638137854844250E-001;-6.796172257780096E-002;-1.917579525950429E+001;
5.500500000000000E+006;-1.124334659946201E+001;-6.393822820197833E+000;-2.647617611599071E-001;-7.075028449768431E-002;-1.938632304251613E+001;
5.500600000000000E+006;-1.119171078285152E+001;-6.400290538651884E+000;-2.656999496291421E-001;-7.352699783901281E-002;-1.961234457858891E+001;
5.500700000000000E+006;-1.113865427400146E+001;-6.405616014305783E+000;-2.666480049447069E-001;-7.639189636539362E-002;-1.983860340168780E+001;
5.500800000000000E+006;-1.108705909883933E+001;-6.411275046199878E+000;-2.675939906036274E-001;-7.905577301787564E-002;-2.005898623809390E+001;
5.500900000000000E+006;-1.103187276539414E+001;-6.416975006334975E+000;-2.685887842639774E-001;-8.192720441722087E-002;-2.026948463976331E+001;
5.501000000000000E+006;-1.097839265526079E+001;-6.423005833295123E+000;-2.695685143894908E-001;-8.462756294129176E-002;-2.049007791424374E+001;
5.501100000000000E+006;-1.092152269329250E+001;-6.428708239947198E+000;-2.706281015064796E-001;-8.741657511137763E-002;-2.071414959912187E+001;
5.501200000000000E+006;-1.086630020667589E+001;-6.434867123815293E+000;-2.716490516097864E-001;-9.012783712470518E-002;-2.093694701074226E+001;
5.501300000000000E+006;-1.080912832042423E+001;-6.440715444308568E+000;-2.727411757228341E-001;-9.281155940527897E-002;-2.114294028211328E+001;
5.501400000000000E+006;-1.075202759993003E+001;-6.444430671508961E+000;-2.738023618480792E-001;-9.556415428716382E-002;-2.136635737704970E+001;
5.501500000000000E+006;-1.069369792765492E+001;-6.483482113310592E+000;-2.749176337774704E-001;-9.827358366925677E-002;-2.158444179968040E+001;
5.501600000000000E+006;-1.063573726754309E+001;-6.494844359182162E+000;-2.760595788477514E-001;-1.008648068267672E-001;-2.179828705655240E+001;
5.501700000000000E+006;-1.057730458952284E+001;-6.480890551456976E+000;-2.771710214911387E-001;-1.035805209567188E-001;-2.200947693358848E+001;
5.501800000000000E+006;-1.051816897783911E+001;-6.476032814910180E+000;-2.783315225280984E-001;-1.062288845017501E-001;-2.224363017934866E+001;
5.501900000000000E+006;-1.045892405817184E+001;-6.480504196225335E+000;-2.794760547974005E-001;-1.089274083503858E-001;-2.243687175597149E+001;
5.502000000000000E+006;-1.039970625445036E+001;-6.486542081767503E+000;-2.806834432484190E-001;-1.114632559893372E-001;-2.266100045053202E+001;
5.502100000000000E+006;-1.034080446410000E+001;-6.493360428594252E+000;-2.818474201756963E-001;-1.140820849263401E-001;-2.288580077730755E+001;
5.502200000000000E+006;-1.027756928064057E+001;-6.501147266815686E+000;-2.831516743423342E-001;-1.167639476170720E-001;-2.309880689954478E+001;
5.502300000000000E+006;-1.021479360466908E+001;-6.507111537136781E+000;-2.844598134905962E-001;-1.194031922219292E-001;-2.331208030553338E+001;
5.502400000000000E+006;-1.015624197385946E+001;-6.546650667031945E+000;-2.856713344119666E-001;-1.218943352434637E-001;-2.353095934008103E+001;
5.502500000000000E+006;-1.009489063260121E+001;-6.556017942484251E+000;-2.869768035375722E-001;-1.244309990724935E-001;-2.373505635811075E+001;
5.502600000000000E+006;-1.003473866267598E+001;-6.564831516705678E+000;-2.882612964232370E-001;-1.269201650709028E-001;-2.394401984709931E+001;
5.502700000000000E+006;-9.971542644291079E+000;-6.572081611684164E+000;-2.896220036416777E-001;-1.295241341532170E-001;-2.416863405234078E+001;
5.502800000000000E+006;-9.912375587789137E+000;-6.549356882995850E+000;-2.908908381327797E-001;-1.319872668611050E-001;-2.437565232642960E+001;
5.502900000000000E+006;-9.850591963615017E+000;-6.553122881245256E+000;-2.922911251004128E-001;-1.344098446802053E-001;-2.458982246256403E+001;
5.503000000000000E+006;-9.791211335341895E+000;-6.590225441909055E+000;-2.935552549897345E-001;-1.369316813215088E-001;-2.481313347935823E+001;
5.503100000000000E+006;-9.729544783840208E+000;-6.602598890904043E+000;-2.949599125017648E-001;-1.393703931752133E-001;-2.499616939552417E+001;
5.503200000000000E+006;-9.667586094928192E+000;-6.611912556678430E+000;-2.963787129801845E-001;-1.418249542110758E-001;-2.521898413204706E+001;
5.503300000000000E+006;-9.604583888178999E+000;-6.622278103030159E+000;-2.978289002998593E-001;-1.443263517707759E-001;-2.543765323328920E+001;
5.503400000000000E+006;-9.545352882070105E+000;-6.599801556663000E+000;-2.991932496310115E-001;-1.466957067984322E-001;-2.563925812026248E+001;
5.503500000000000E+006;-9.481969472458248E+000;-6.605495311433295E+000;-3.006934234789384E-001;-1.491713955629420E-001;-2.586314602795069E+001;
5.503600000000000E+006;-9.421694890523023E+000;-6.612647041692497E+000;-3.021099858828041E-001;-1.515677944098459E-001;-2.607074154900187E+001;
5.503700000000000E+006;-9.359130476691393E+000;-6.621827685232631E+000;-3.036436957814785E-001;-1.539527343944646E-001;-2.628090800819703E+001;
5.503800000000000E+006;-9.299241822533039E+000;-6.628347546619406E+000;-3.050984035122596E-001;-1.562857397391445E-001;-2.648974521165045E+001;
5.503900000000000E+006;-9.241032189315506E+000;-6.638799213189995E+000;-3.065468548550149E-001;-1.585084150832871E-001;-2.668647864431128E+001;
5.504000000000000E+006;-9.180155778527633E+000;-6.649846731648039E+000;-3.080352653813906E-001;-1.609078199538540E-001;-2.689771711980524E+001;
5.504100000000000E+006;-9.120513993620776E+000;-6.655633484391171E+000;-3.095554344589028E-001;-1.631642126090416E-001;-2.711697965785542E+001;
5.504200000000000E+006;-9.058786027523336E+000;-6.666712346360742E+000;-3.111435140461499E-001;-1.654982080664862E-001;-2.731448672981466E+001;
5.504300000000000E+006;-8.998861241002945E+000;-6.676543554258384E+000;-3.126932492351109E-001;-1.677751100172077E-001;-2.750948644429527E+001;
5.504400000000000E+006;-8.941377088360431E+000;-6.685361574028132E+000;-3.141832858660266E-001;-1.699772809883935E-001;-2.772258847309270E+001;
5.504500000000000E+006;-8.882059521330580E+000;-6.693993739112189E+000;-3.157766911965709E-001;-1.721723158283064E-001;-2.792913775104378E+001;
5.504600000000000E+006;-8.823628294660150E+000;-6.706080916122651E+000;-3.173186868011535E-001;-1.744111794319155E-001;-2.812824866602838E+001;
5.504700000000000E+006;-8.762981563311236E+000;-6.714277446664006E+000;-3.190022347514409E-001;-1.766117426384246E-001;-2.832879569670771E+001;
5.504800000000000E+006;-8.704512290990410E+000;-6.724375520160743E+000;-3.206021379134348E-001;-1.788028910763882E-001;-2.853517631226834E+001;
5.504900000000000E+006;-8.644551919337379E+000;-6.733990344397509E+000;-3.222658362439106E-001;-1.810368313555126E-001;-2.873526326173593E+001;
5.505000000000000E+006;-8.588643253753507E+000;-6.743426122480002E+000;-3.238256420407927E-001;-1.831306122622910E-001;-2.893275544100887E+001;
5.505100000000000E+006;-8.530660356991383E+000;-6.754279476535935E+000;-3.254628522862655E-001;-1.852942893938905E-001;-2.913996803498388E+001;
5.505200000000000E+006;-8.473806782924626E+000;-6.764374450330212E+000;-3.271125193778354E-001;-1.873650437089969E-001;-2.935047887688269E+001;
5.505300000000000E+006;-8.416382853956200E+000;-6.775171631674166E+000;-3.287849674770150E-001;-1.894734476568401E-001;-2.954824670242586E+001;
5.505400000000000E+006;-8.358851761378958E+000;-6.784724106208577E+000;-3.304825048381633E-001;-1.915758726009158E-001;-2.974326106837183E+001;
5.505500000000000E+006;-8.303857983717265E+000;-6.796042097489146E+000;-3.321180685418057E-001;-1.935900088940921E-001;-2.994346888690907E+001;
5.505600000000000E+006;-8.247654185424993E+000;-6.806157469842182E+000;-3.338140945961332E-001;-1.956337290076821E-001;-3.013151832083167E+001;
5.505700000000000E+006;-8.192011712021273E+000;-6.816300352606261E+000;-3.354703831097979E-001;-1.977230467264588E-001;-3.034364904164732E+001;
5.505800000000000E+006;-8.136228053008928E+000;-6.830120961997920E+000;-3.372160999329953E-001;-1.997006337523818E-001;-3.053988290754519E+001;
5.505900000000000E+006;-8.081671184923412E+000;-6.839368870710134E+000;-3.389299329122751E-001;-2.016511864326788E-001;-3.072348122009252E+001;
5.506000000000000E+006;-8.026413711821526E+000;-6.850460553484565E+000;-3.406396705309044E-001;-2.036981352405673E-001;-3.092845477877066E+001;
5.506100000000000E+006;-7.971947052143992E+000;-6.890683046755886E+000;-3.423822859276098E-001;-2.056471583535443E-001;-3.112807038714633E+001;
5.506200000000000E+006;-7.915723084646944E+000;-6.905284628690995E+000;-3.441861921659600E-001;-2.076795139692840E-001;-3.133260131874611E+001;
5.506300000000000E+006;-7.861280981484606E+000;-6.920915263945526E+000;-3.459982309454646E-001;-2.095676607070304E-001;-3.153163476501407E+001;
5.506400000000000E+006;-7.808857960381421E+000;-6.930732728734354E+000;-3.476862407374357E-001;-2.115060777371546E-001;-3.171443256637904E+001;
5.506500000000000E+006;-7.754308835893930E+000;-6.948477774820518E+000;-3.495268105885401E-001;-2.134125844477970E-001;-3.190946354506965E+001;
5.506600000000000E+006;-7.702883804348819E+000;-6.958448542999641E+000;-3.512655413407091E-001;-2.152304701615345E-001;-3.211348415612672E+001;
5.506700000000000E+006;-7.649291306958902E+000;-6.968647775915767E+000;-3.530615301659649E-001;-2.171783373089700E-001;-3.230646382733795E+001;
5.506800000000000E+006;-7.600035335031429E+000;-6.981923259997106E+000;-3.547703966172430E-001;-2.188986858267360E-001;-3.248943365883432E+001;
5.506900000000000E+006;-7.547683074115233E+000;-6.992485394310913E+000;-3.565982745638281E-001;-2.207347747769307E-001;-3.267964302424293E+001;
5.507000000000000E+006;-7.496529995709351E+000;-6.998404161040411E+000;-3.584200529891607E-001;-2.224975226124102E-001;-3.286777762070449E+001;
5.507100000000000E+006;-7.445077505803141E+000;-6.983253784184294E+000;-3.602277783081821E-001;-2.243369055196782E-001;-3.306813382769096E+001;
5.507200000000000E+006;-7.392678962794204E+000;-6.990927791560725E+000;-3.621231397544323E-001;-2.261502351257522E-001;-3.325549599237966E+001;
5.507300000000000E+006;-7.342963512453682E+000;-7.007048633634586E+000;-3.639518955748679E-001;-2.278479833638939E-001;-3.345555362452495E+001;
5.507400000000000E+006;-7.291261463468982E+000;-7.017391400116170E+000;-3.658586331728564E-001;-2.296328071525341E-001;-3.364029861713632E+001;
5.507500000000000E+006;-7.243324333732938E+000;-7.028740894476551E+000;-3.676374707352619E-001;-2.312949693847118E-001;-3.382132071259352E+001;
5.507600000000000E+006;-7.194127030812121E+000;-7.040222187814941E+000;-3.694870627995638E-001;-2.329876224061345E-001;-3.401847804163201E+001;
5.507700000000000E+006;-7.145659338049471E+000;-7.053848022010203E+000;-3.712828520146428E-001;-2.347217130923187E-001;-3.420416168664412E+001;
5.507800000000000E+006;-7.094567011345734E+000;-7.066858675715682E+000;-3.732686160793254E-001;-2.364298560610607E-001;-3.439838706778878E+001;
5.507900000000000E+006;-7.046704102782229E+000;-7.078825266799539E+000;-3.751209325437488E-001;-2.380678584096981E-001;-3.458148702188413E+001;
5.508000000000000E+006;-6.998945961990647E+000;-7.089382137306624E+000;-3.769701395591214E-001;-2.397252104275569E-001;-3.476168456629573E+001;
5.508100000000000E+006;-6.951196057826517E+000;-7.103940040117660E+000;-3.788844164903154E-001;-2.413040750793161E-001;-3.495126787884419E+001;
5.508200000000000E+006;-6.905177506890151E+000;-7.114553377015406E+000;-3.806831246831061E-001;-2.429215701150067E-001;-3.513116705920407E+001;
5.508300000000000E+006;-6.858870252721403E+000;-7.127045104002862E+000;-3.825963745075699E-001;-2.444107536258413E-001;-3.531699262207690E+001;
5.508400000000000E+006;-6.810623305088721E+000;-7.144281868379271E+000;-3.845346983667832E-001;-2.460736461391019E-001;-3.551465653842018E+001;
5.508500000000000E+006;-6.764296392140804E+000;-7.152314850193632E+000;-3.864181326501683E-001;-2.476597309958398E-001;-3.569049955983029E+001;
5.508600000000000E+006;-6.719648766472336E+000;-7.163995810680468E+000;-3.882738786390225E-001;-2.491475700881098E-001;-3.587347039545185E+001;
5.508700000000000E+006;-6.673339543259544E+000;-7.180216982799321E+000;-3.902126021715436E-001;-2.506926849374986E-001;-3.605998714706917E+001;
5.508800000000000E+006;-6.626916075623464E+000;-7.193881360529609E+000;-3.921929701785973E-001;-2.522085055938521E-001;-3.623621838260176E+001;
5.508900000000000E+006;-6.582804016693762E+000;-7.207926418119599E+000;-3.940776725115443E-001;-2.536669402364356E-001;-3.643043009854061E+001;
5.509000000000000E+006;-6.538376000407630E+000;-7.223128173394338E+000;-3.959878866924776E-001;-2.551395662365563E-001;-3.661199084916702E+001;
5.509100000000000E+006;-6.493252329841218E+000;-7.233895539958879E+000;-3.979703007526625E-001;-2.565927823037436E-001;-3.679791426737481E+001;
5.509200000000000E+006;-6.449781822209785E+000;-7.246678819464573E+000;-3.998424266136461E-001;-2.580733265657230E-001;-3.697451115782727E+001;
5.509300000000000E+006;-6.406793819645244E+000;-7.261230100820852E+000;-4.017705443470448E-001;-2.594399867683389E-001;-3.715782707292254E+001;
5.509400000000000E+006;-6.363733708508832E+000;-7.272646884626129E+000;-4.037262866652227E-001;-2.607927864896861E-001;-3.732504315855961E+001;
5.509500000000000E+006;-6.321244073364341E+000;-7.285558518736682E+000;-4.056286907631362E-001;-2.621914131820329E-001;-3.749591650033089E+001;
5.509600000000000E+006;-6.278407293169868E+000;-7.300709733143988E+000;-4.075493194230158E-001;-2.636187857523558E-001;-3.768589093869264E+001;
5.509700000000000E+006;-6.236111680526371E+000;-7.313292832758672E+000;-4.095285516740085E-001;-2.649212944641781E-001;-3.786151992752996E+001;
5.509800000000000E+006;-6.194101551776604E+000;-7.326669324286107E+000;-4.114831380815678E-001;-2.662535297589244E-001;-3.803807518646459E+001;
5.509900000000000E+006;-6.153481647376592E+000;-7.341258273022863E+000;-4.133526946427154E-001;-2.675931633603126E-001;-3.821351755634600E+001;
5.510000000000000E+006;-6.111646546425238E+000;-7.354954993098362E+000;-4.153550880265639E-001;-2.688747682005566E-001;-3.838658253401073E+001;
5.510100000000000E+006;-6.070983517536661E+000;-7.373272666357496E+000;-4.172925848455767E-001;-2.701542966455524E-001;-3.855638387573732E+001;
5.510200000000000E+006;-6.030077136222671E+000;-7.386025947975544E+000;-4.192528079188658E-001;-2.714445156350197E-001;-3.873072003346250E+001;
5.510300000000000E+006;-5.991107759420073E+000;-7.397539401670979E+000;-4.211323379576327E-001;-2.726738642522997E-001;-3.890861770431307E+001;
5.510400000000000E+006;-5.950782431678180E+000;-7.413489817932194E+000;-4.231129841456024E-001;-2.739103845553707E-001;-3.908772630859142E+001;
5.510500000000000E+006;-5.911027327044488E+000;-7.428840869206529E+000;-4.250777171095411E-001;-2.751303003481017E-001;-3.924639102453249E+001;
5.510600000000000E+006;-5.870798212981772E+000;-7.442068023732844E+000;-4.270704183467677E-001;-2.763776103716171E-001;-3.941280998107921E+001;
5.510700000000000E+006;-5.832702160288877E+000;-7.456768789621293E+000;-4.289968025915142E-001;-2.775164893834960E-001;-3.959659801784174E+001;
5.510800000000000E+006;-5.793387120003858E+000;-7.469246967796903E+000;-4.309833152136865E-001;-2.787130958225089E-001;-3.977519923132637E+001;
5.510900000000000E+006;-5.756151331543116E+000;-7.484149325540344E+000;-4.328406361473929E-001;-2.799015760941871E-001;-3.993310429599369E+001;
5.511000000000000E+006;-5.717357101774908E+000;-7.498652412775419E+000;-4.348389120634272E-001;-2.810605689045955E-001;-4.011194043409499E+001;
5.511100000000000E+006;-5.679324016997334E+000;-7.514431969962335E+000;-4.368223009707633E-001;-2.821776114432056E-001;-4.028142555026489E+001;
5.511200000000000E+006;-5.642121547951264E+000;-7.529804440263388E+000;-4.387699775580908E-001;-2.832762006358762E-001;-4.045559515394076E+001;
5.511300000000000E+006;-5.604899251967895E+000;-7.543571514996712E+000;-4.407317302859302E-001;-2.843727912890522E-001;-4.063192258451294E+001;
5.511400000000000E+006;-5.568218661779474E+000;-7.558611309865485E+000;-4.426815742404574E-001;-2.854449341289351E-001;-4.078314709098607E+001;
