# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];Trc13_S11[dB];Trc15_S21[dB];re:Trc16_S11[U];im:Trc16_S11[U];Trc17_S21[°];
5.347000000000000E+006;-1.177040350224727E-001;-2.122563748878676E+001;-9.702893973469833E-001;1.783258338083255E-001;6.876018955394851E+001;
5.347100000000000E+006;-1.182529661294461E-001;-2.121711640177547E+001;-9.702217597771915E-001;1.783489439387503E-001;6.873213714177081E+001;
5.347200000000000E+006;-1.180596938482833E-001;-2.122459236864451E+001;-9.702253785116839E-001;1.784506430099943E-001;6.872646518487611E+001;
5.347300000000000E+006;-1.180587236203424E-001;-2.121504168591346E+001;-9.702062277259013E-001;1.785553421007459E-001;6.871371751927943E+001;
5.347400000000000E+006;-1.183115739048292E-001;-2.120782915116079E+001;-9.701650407913843E-001;1.786204641633207E-001;6.869324874709305E+001;
5.347500000000000E+006;-1.187752512689486E-001;-2.120924910750145E+001;-9.700950813069961E-001;1.787095939765445E-001;6.869118733105354E+001;
5.347600000000000E+006;-1.185135379097712E-001;-2.119677398365585E+001;-9.701151255172528E-001;1.787648363823536E-001;6.868310162902921E+001;
5.347700000000000E+006;-1.193109039705832E-001;-2.119599209359127E+001;-9.700117862076898E-001;1.788259395647480E-001;6.868717737101824E+001;
5.347800000000000E+006;-1.191684841623866E-001;-2.118621498290154E+001;-9.700086000503639E-001;1.789323981807879E-001;6.868714856672129E+001;
5.347900000000000E+006;-1.196089253810433E-001;-2.118105316743475E+001;-9.699452902157720E-001;1.789998768237494E-001;6.867634441974614E+001;
5.348000000000000E+006;-1.202077648022146E-001;-2.117882413890258E+001;-9.698554405876608E-001;1.791120135592045E-001;6.865764471708981E+001;
5.348100000000000E+006;-1.198852293507008E-001;-2.117576676318937E+001;-9.698802583165176E-001;1.791792827205404E-001;6.862515534341770E+001;
5.348200000000000E+006;-1.202025038831599E-001;-2.116177298763466E+001;-9.698268411221640E-001;1.792700911479992E-001;6.864413199202272E+001;
5.348300000000000E+006;-1.207752075236761E-001;-2.116185936449504E+001;-9.697544982328679E-001;1.793037056799318E-001;6.864239800384073E+001;
5.348400000000000E+006;-1.209850933885885E-001;-2.115497054847953E+001;-9.697157028100261E-001;1.793824406942487E-001;6.861399706087578E+001;
5.348500000000000E+006;-1.208778378656900E-001;-2.115475764296539E+001;-9.697168951208154E-001;1.794429322090567E-001;6.860018531720176E+001;
5.348600000000000E+006;-1.206758420954489E-001;-2.114470433348581E+001;-9.697201710059485E-001;1.795512409841020E-001;6.858045609445998E+001;
5.348700000000000E+006;-1.212424620918658E-001;-2.113493859861136E+001;-9.696408313325545E-001;1.796263649976759E-001;6.861359010414356E+001;
5.348800000000000E+006;-1.213124550259490E-001;-2.113421343659514E+001;-9.696198956552012E-001;1.796957375669508E-001;6.863757711618479E+001;
5.348900000000000E+006;-1.215998106543613E-001;-2.113288603810366E+001;-9.695722041882198E-001;1.797740240491694E-001;6.854111457442086E+001;
5.349000000000000E+006;-1.219484300380415E-001;-2.112049749522268E+001;-9.695212011832101E-001;1.798319945843893E-001;6.859260740166759E+001;
5.349100000000000E+006;-1.224907366528282E-001;-2.111826152449689E+001;-9.694382680435397E-001;1.799415035422759E-001;6.857505821798881E+001;
5.349200000000000E+006;-1.228392204182326E-001;-2.111010381716671E+001;-9.693893776199517E-001;1.799881333071996E-001;6.853253056360688E+001;
5.349300000000000E+006;-1.226074024989444E-001;-2.110394889933161E+001;-9.694113843402027E-001;1.800137558210393E-001;6.861101313021199E+001;
5.349400000000000E+006;-1.229497960867373E-001;-2.109869481958102E+001;-9.693344360536028E-001;1.802151326883776E-001;6.850630401352906E+001;
5.349500000000000E+006;-1.234418283860009E-001;-2.109402043186124E+001;-9.692735672150611E-001;1.802369798462325E-001;6.857144689643012E+001;
5.349600000000000E+006;-1.234391059997297E-001;-2.109474770503061E+001;-9.692704088252976E-001;1.802556541909468E-001;6.852002804365205E+001;
5.349700000000000E+006;-1.239812555119041E-001;-2.108323100221048E+001;-9.691763917327556E-001;1.804245527768917E-001;6.854147689972731E+001;
5.349800000000000E+006;-1.240267093049912E-001;-2.107708405837990E+001;-9.691618328310744E-001;1.804745627798991E-001;6.854346418047892E+001;
5.349900000000000E+006;-1.236083208047867E-001;-2.107429997582967E+001;-9.691883085081258E-001;1.805917450711507E-001;6.847124820427021E+001;
5.350000000000000E+006;-1.245635014852057E-001;-2.106435474625322E+001;-9.690833770786770E-001;1.805630655709495E-001;6.850536670418229E+001;
5.350100000000000E+006;-1.244661001769740E-001;-2.105992000058542E+001;-9.690772721362979E-001;1.806561557451724E-001;6.850938915050730E+001;
5.350200000000000E+006;-1.251721739385986E-001;-2.104868815973467E+001;-9.689760135146495E-001;1.807620476082942E-001;6.844894205284631E+001;
5.350300000000000E+006;-1.247104382303069E-001;-2.104534156710025E+001;-9.690158549994691E-001;1.808342027333166E-001;6.845201672177024E+001;
5.350400000000000E+006;-1.249922166316801E-001;-2.104282631168587E+001;-9.689752889396097E-001;1.808772576689586E-001;6.849430467951335E+001;
5.350500000000000E+006;-1.253917748414404E-001;-2.103321493400327E+001;-9.689066270144074E-001;1.809979380961561E-001;6.845566729028305E+001;
5.350600000000000E+006;-1.258186737438481E-001;-2.103437325129217E+001;-9.688408792551202E-001;1.810860603300641E-001;6.848266462288204E+001;
5.350700000000000E+006;-1.257929521659232E-001;-2.102278236274699E+001;-9.688244832143428E-001;1.811896376564460E-001;6.842014476118834E+001;
5.350800000000000E+006;-1.254284398615729E-001;-2.101930086736397E+001;-9.688500612873615E-001;1.812778587742493E-001;6.842761213469386E+001;
5.350900000000000E+006;-1.259523263005204E-001;-2.101501684511753E+001;-9.687799684929477E-001;1.813292249078498E-001;6.840837569481467E+001;
5.351000000000000E+006;-1.267060252374108E-001;-2.101060243344682E+001;-9.686825017845450E-001;1.813851034260800E-001;6.841182542130945E+001;
5.351100000000000E+006;-1.265777812141469E-001;-2.100291559885138E+001;-9.686887182834220E-001;1.814309585084505E-001;6.842005223124733E+001;
5.351200000000000E+006;-1.268859033416347E-001;-2.100332190827942E+001;-9.686337299491904E-001;1.815346124416418E-001;6.840561350407286E+001;
5.351300000000000E+006;-1.272062510169582E-001;-2.098895565264353E+001;-9.685863844717318E-001;1.815899168627017E-001;6.840209589995330E+001;
5.351400000000000E+006;-1.278389544493089E-001;-2.098975710750256E+001;-9.684932800599606E-001;1.816969422090058E-001;6.839795343251883E+001;
5.351500000000000E+006;-1.276091541620840E-001;-2.098645842907604E+001;-9.685028296488549E-001;1.817874067752083E-001;6.836914581038506E+001;
5.351600000000000E+006;-1.276209486262262E-001;-2.097346640957553E+001;-9.684878057791928E-001;1.818601804180474E-001;6.835058013119843E+001;
5.351700000000000E+006;-1.280011327670604E-001;-2.099574262198344E+001;-9.684291645906484E-001;1.819387436614970E-001;6.836299876146593E+001;
5.351800000000000E+006;-1.281906109293284E-001;-2.099889567674526E+001;-9.683919209106865E-001;1.820205479645119E-001;6.838859681374765E+001;
5.351900000000000E+006;-1.279519991490767E-001;-2.099586823612052E+001;-9.684051995722637E-001;1.820964239989263E-001;6.832911991256761E+001;
5.352000000000000E+006;-1.291766076591336E-001;-2.098914465121461E+001;-9.682531758312557E-001;1.821531612914991E-001;6.835380913338450E+001;
5.352100000000000E+006;-1.290029819277763E-001;-2.098439807769534E+001;-9.682564925572444E-001;1.822420348192395E-001;6.832716407503078E+001;
5.352200000000000E+006;-1.292924370126119E-001;-2.098082099339385E+001;-9.681963904644481E-001;1.823837915772858E-001;6.833801099041399E+001;
5.352300000000000E+006;-1.294830543890728E-001;-2.096898310695358E+001;-9.681598630297271E-001;1.824608852145494E-001;6.828903364150638E+001;
5.352400000000000E+006;-1.290951088662600E-001;-2.096896478765299E+001;-9.681959516986909E-001;1.825069911018004E-001;6.829836317346779E+001;
5.352500000000000E+006;-1.299636163911344E-001;-2.096761960390426E+001;-9.680791103690999E-001;1.825949997270276E-001;6.830576252965794E+001;
5.352600000000000E+006;-1.300988219003161E-001;-2.095933220328536E+001;-9.680475789780605E-001;1.826794153193316E-001;6.827936415490768E+001;
5.352700000000000E+006;-1.302629541785284E-001;-2.095058533799676E+001;-9.680238977595237E-001;1.827045169107678E-001;6.827134902523993E+001;
5.352800000000000E+006;-1.306871350919159E-001;-2.094101644214138E+001;-9.679564575430981E-001;1.828024148245342E-001;6.820384366487842E+001;
5.352900000000000E+006;-1.308765731007646E-001;-2.094145302036526E+001;-9.679247019221088E-001;1.828547845363789E-001;6.827578847776481E+001;
5.353000000000000E+006;-1.308588042145058E-001;-2.093557227024979E+001;-9.679014038575704E-001;1.829889155571516E-001;6.827060511698662E+001;
5.353100000000000E+006;-1.308664456166853E-001;-2.092388969027182E+001;-9.679005447360914E-001;1.829887948338198E-001;6.825131860585405E+001;
5.353200000000000E+006;-1.313023694450957E-001;-2.091535346070045E+001;-9.678251889225628E-001;1.831212069620481E-001;6.819989308434739E+001;
5.353300000000000E+006;-1.318258950602757E-001;-2.091711613585076E+001;-9.677600666715875E-001;1.831460535196722E-001;6.819101442267697E+001;
5.353400000000000E+006;-1.313530284433372E-001;-2.090888765858519E+001;-9.677895828280343E-001;1.832784191007707E-001;6.818660525338720E+001;
5.353500000000000E+006;-1.324607480268466E-001;-2.087880451530838E+001;-9.676493675213472E-001;1.833437363570042E-001;6.820826747737588E+001;
5.353600000000000E+006;-1.324061126146143E-001;-2.086554661155849E+001;-9.676476297738219E-001;1.833861803839005E-001;6.818523523165955E+001;
5.353700000000000E+006;-1.330825841636513E-001;-2.086051256974869E+001;-9.675465017567274E-001;1.835078176308020E-001;6.821748009078036E+001;
5.353800000000000E+006;-1.327649110715358E-001;-2.085347099759876E+001;-9.675718661130931E-001;1.835673667932546E-001;6.817774838252637E+001;
5.353900000000000E+006;-1.332068699344478E-001;-2.084675592390317E+001;-9.674952410142926E-001;1.837023598025387E-001;6.818456239279706E+001;
5.354000000000000E+006;-1.334249178819031E-001;-2.084128705738802E+001;-9.674673964372671E-001;1.837164816366004E-001;6.818921813129053E+001;
5.354100000000000E+006;-1.338404432466829E-001;-2.083411657384720E+001;-9.673979939366527E-001;1.838294075034176E-001;6.815669667139073E+001;
5.354200000000000E+006;-1.339338723591508E-001;-2.082902848664478E+001;-9.673804241591757E-001;1.838651270216054E-001;6.814725539490712E+001;
5.354300000000000E+006;-1.336186122581282E-001;-2.082910379063263E+001;-9.673940282836463E-001;1.839849270773883E-001;6.811921754729220E+001;
5.354400000000000E+006;-1.339199258482544E-001;-2.081761638268379E+001;-9.673454168731195E-001;1.840576763415452E-001;6.809320805200878E+001;
5.354500000000000E+006;-1.348956395411085E-001;-2.080913894939951E+001;-9.672198954176189E-001;1.841256035862050E-001;6.807288035277509E+001;
5.354600000000000E+006;-1.344158350378812E-001;-2.080928326713526E+001;-9.672564649719782E-001;1.842243228079890E-001;6.809877282350399E+001;
5.354700000000000E+006;-1.353638435632139E-001;-2.083593494750115E+001;-9.671296763743378E-001;1.843156202679068E-001;6.806049899082593E+001;
5.354800000000000E+006;-1.357964535441792E-001;-2.082329822211244E+001;-9.670780377207837E-001;1.843246519799028E-001;6.811327853290040E+001;
5.354900000000000E+006;-1.358437015907763E-001;-2.082364284049077E+001;-9.670615302554149E-001;1.843826477048886E-001;6.806147862405395E+001;
5.355000000000000E+006;-1.360885284662256E-001;-2.079301340809465E+001;-9.670152844258575E-001;1.844770117199133E-001;6.805298946483576E+001;
5.355100000000000E+006;-1.358433660130065E-001;-2.077951227448105E+001;-9.670147385653366E-001;1.846280974341180E-001;6.807711425477287E+001;
5.355200000000000E+006;-1.363477629405003E-001;-2.077519447753521E+001;-9.669537626322999E-001;1.846426313896556E-001;6.803672514270066E+001;
5.355300000000000E+006;-1.360944441916004E-001;-2.076986680368324E+001;-9.669566426010907E-001;1.847805708739717E-001;6.805725981737528E+001;
5.355400000000000E+006;-1.374865595819796E-001;-2.075858286999095E+001;-9.667974754014954E-001;1.847729475469500E-001;6.807302448659085E+001;
5.355500000000000E+006;-1.373419740519813E-001;-2.075665187879835E+001;-9.667838597278219E-001;1.849314043360584E-001;6.802913634944457E+001;
5.355600000000000E+006;-1.370542774225467E-001;-2.074848956305178E+001;-9.668093528922249E-001;1.849716612676759E-001;6.798958454661140E+001;
5.355700000000000E+006;-1.379802218258817E-001;-2.073900889021339E+001;-9.666872120950998E-001;1.850516496092068E-001;6.799369099925869E+001;
5.355800000000000E+006;-1.379504479304197E-001;-2.074098745125349E+001;-9.666774366380676E-001;1.851206468019671E-001;6.801083908687093E+001;
5.355900000000000E+006;-1.382878925017760E-001;-2.072755400678211E+001;-9.666260562461946E-001;1.851856378993417E-001;6.801255215757662E+001;
5.356000000000000E+006;-1.381568263454172E-001;-2.072405309625879E+001;-9.666195543856513E-001;1.852984724520221E-001;6.795188030529317E+001;
5.356100000000000E+006;-1.386600139798218E-001;-2.071657139369599E+001;-9.665411352311242E-001;1.854046703669649E-001;6.801913958844996E+001;
5.356200000000000E+006;-1.390648155570135E-001;-2.071925938785617E+001;-9.664840364508696E-001;1.854588615071446E-001;6.797181337828985E+001;
5.356300000000000E+006;-1.390327421297978E-001;-2.070872478809454E+001;-9.664784795516046E-001;1.855070970656749E-001;6.799723151635976E+001;
5.356400000000000E+006;-1.391372221180421E-001;-2.070545454819798E+001;-9.664395630339533E-001;1.856469938852086E-001;6.791521009707591E+001;
5.356500000000000E+006;-1.397751375021798E-001;-2.070016336164209E+001;-9.663485634908989E-001;1.857375714283137E-001;6.796301864096694E+001;
5.356600000000000E+006;-1.403501708773457E-001;-2.069464559747635E+001;-9.662903654800606E-001;1.856952258828964E-001;6.791566837109063E+001;
5.356700000000000E+006;-1.398327448034445E-001;-2.068548349532863E+001;-9.663176458411004E-001;1.858638064998495E-001;6.794025739054744E+001;
5.356800000000000E+006;-1.394430776007305E-001;-2.068321496013496E+001;-9.663437281740914E-001;1.859619085683549E-001;6.796910401191371E+001;
5.356900000000000E+006;-1.407856208891038E-001;-2.067851557039413E+001;-9.661837815977995E-001;1.859882114304076E-001;6.793358384355655E+001;
5.357000000000000E+006;-1.403106138920569E-001;-2.066879309231453E+001;-9.662200554209157E-001;1.860844178414977E-001;6.788199736830045E+001;
5.357100000000000E+006;-1.410925497277126E-001;-2.066143642525856E+001;-9.661195544619547E-001;1.861378650807846E-001;6.789137660016262E+001;
5.357200000000000E+006;-1.405082373243095E-001;-2.065476021658738E+001;-9.661656492996831E-001;1.862484559682731E-001;6.790855869853520E+001;
5.357300000000000E+006;-1.409009029203664E-001;-2.065154576451544E+001;-9.660972396401772E-001;1.863682927662579E-001;6.789060301424338E+001;
5.357400000000000E+006;-1.419276901716977E-001;-2.064789858128270E+001;-9.659887430052832E-001;1.863167017950932E-001;6.785903009181928E+001;
5.357500000000000E+006;-1.413895213473227E-001;-2.063748420543237E+001;-9.660097315026387E-001;1.865296352216881E-001;6.787503742436566E+001;
5.357600000000000E+006;-1.421461963412215E-001;-2.064595293182375E+001;-9.659057013494991E-001;1.866163097202108E-001;6.787948342841816E+001;
5.357700000000000E+006;-1.423420282144107E-001;-2.062685780190436E+001;-9.658640191307617E-001;1.867150998584181E-001;6.787128126268945E+001;
5.357800000000000E+006;-1.424420089341534E-001;-2.061990992807527E+001;-9.658495145848614E-001;1.867304696453559E-001;6.783857164416931E+001;
5.357900000000000E+006;-1.426700931029923E-001;-2.060976194930679E+001;-9.658196299448904E-001;1.867489574920350E-001;6.784754582313673E+001;
5.358000000000000E+006;-1.436709081348699E-001;-2.062097612341815E+001;-9.656930464059613E-001;1.868065784197666E-001;6.782308453132633E+001;
5.358100000000000E+006;-1.437114539192877E-001;-2.061577220688849E+001;-9.656645624114859E-001;1.869296079991968E-001;6.779822688470176E+001;
5.358200000000000E+006;-1.434158665215402E-001;-2.063349141172033E+001;-9.656820132056588E-001;1.870155694499586E-001;6.782570982331468E+001;
5.358300000000000E+006;-1.432881036424647E-001;-2.062259195037694E+001;-9.656785143251810E-001;1.871097114308577E-001;6.779354264450340E+001;
5.358400000000000E+006;-1.443158279686652E-001;-2.062923523713066E+001;-9.655569374227948E-001;1.871253664511023E-001;6.778748276141816E+001;
5.358500000000000E+006;-1.443442808041102E-001;-2.060175492509731E+001;-9.655260190085754E-001;1.872679135203999E-001;6.777551586670246E+001;
5.358600000000000E+006;-1.441308437809969E-001;-2.057853972888083E+001;-9.655399834015318E-001;1.873228377549668E-001;6.779396072619987E+001;
5.358700000000000E+006;-1.436848497929185E-001;-2.057594147569487E+001;-9.655728334681973E-001;1.874186627999464E-001;6.776448273566413E+001;
5.358800000000000E+006;-1.446927470471241E-001;-2.056485029181484E+001;-9.654276954410299E-001;1.875673704701354E-001;6.774798593147139E+001;
5.358900000000000E+006;-1.452546111594180E-001;-2.055784363735627E+001;-9.653524111736515E-001;1.876212920734699E-001;6.776770713339167E+001;
5.359000000000000E+006;-1.454906571118459E-001;-2.055684657717103E+001;-9.653079903392303E-001;1.877097451119581E-001;6.773417002651961E+001;
5.359100000000000E+006;-1.458229874945131E-001;-2.055040767257655E+001;-9.652596601191477E-001;1.877611651995811E-001;6.770493715521189E+001;
5.359200000000000E+006;-1.456855455184558E-001;-2.053848138562677E+001;-9.652635313531088E-001;1.878227471411831E-001;6.772445135960048E+001;
5.359300000000000E+006;-1.460118980052579E-001;-2.053692709397594E+001;-9.652058915473635E-001;1.879254971708270E-001;6.769805482242722E+001;
5.359400000000000E+006;-1.466540749609425E-001;-2.053091486710580E+001;-9.651080847150733E-001;1.880473954969695E-001;6.769915330262784E+001;
5.359500000000000E+006;-1.467905084367325E-001;-2.052747986541345E+001;-9.650968824583018E-001;1.880241320507484E-001;6.772934834290852E+001;
5.359600000000000E+006;-1.472732497013895E-001;-2.051978224853866E+001;-9.650243906492770E-001;1.881104386865249E-001;6.770776211379248E+001;
5.359700000000000E+006;-1.472679386552616E-001;-2.051260497039266E+001;-9.650147783146497E-001;1.881628854599149E-001;6.764313549118948E+001;
5.359800000000000E+006;-1.476796376632083E-001;-2.050962238852565E+001;-9.649398655570955E-001;1.883035248883281E-001;6.768654280375949E+001;
5.359900000000000E+006;-1.472756805335157E-001;-2.050319271045458E+001;-9.649659892952970E-001;1.884083600506044E-001;6.762504479407673E+001;
5.360000000000000E+006;-1.481595939940686E-001;-2.049709409808062E+001;-9.648531480578242E-001;1.884641901803142E-001;6.765294050435465E+001;
5.360100000000000E+006;-1.480824725719642E-001;-2.048878426600012E+001;-9.648468645842860E-001;1.885418749848342E-001;6.765400716075320E+001;
5.360200000000000E+006;-1.479165132315777E-001;-2.048155508058885E+001;-9.648485046869070E-001;1.886314050391014E-001;6.759565255646001E+001;
5.360300000000000E+006;-1.487150122984697E-001;-2.047829456211318E+001;-9.647373282405856E-001;1.887290207894415E-001;6.762190486255982E+001;
5.360400000000000E+006;-1.484230384404381E-001;-2.047200054785672E+001;-9.647580796500030E-001;1.887950529707627E-001;6.764007360429031E+001;
5.360500000000000E+006;-1.489516524375803E-001;-2.046553490084801E+001;-9.646862316448883E-001;1.888506752676269E-001;6.763316751055811E+001;
5.360600000000000E+006;-1.489455955340703E-001;-2.045772889385995E+001;-9.646742236312665E-001;1.889155710051020E-001;6.758532518057457E+001;
5.360700000000000E+006;-1.490272236627779E-001;-2.045081761805995E+001;-9.646323855837252E-001;1.890810664066663E-001;6.760910476156245E+001;
5.360800000000000E+006;-1.496056465686211E-001;-2.045328358568311E+001;-9.645615597429077E-001;1.891020914273831E-001;6.756475139126252E+001;
5.360900000000000E+006;-1.496119238965064E-001;-2.047924854448577E+001;-9.645415247639083E-001;1.892005656925551E-001;6.757402444637312E+001;
5.361000000000000E+006;-1.501096290949469E-001;-2.043698317905216E+001;-9.644733776478639E-001;1.892553752285247E-001;6.757752769030246E+001;
5.361100000000000E+006;-1.501668694945403E-001;-2.043173103319757E+001;-9.644365171535845E-001;1.894095176956588E-001;6.757533574788532E+001;
5.361200000000000E+006;-1.502593376893992E-001;-2.042553530926998E+001;-9.644080024524930E-001;1.895003906853692E-001;6.756946803594883E+001;
5.361300000000000E+006;-1.503599980009044E-001;-2.045372050425985E+001;-9.643923401119575E-001;1.895210230291960E-001;6.753088556894508E+001;
5.361400000000000E+006;-1.511830702666810E-001;-2.042077660688469E+001;-9.642811217098982E-001;1.896039801712200E-001;6.754594854582072E+001;
5.361500000000000E+006;-1.508945372111056E-001;-2.040882036422703E+001;-9.642902588230674E-001;1.897266825695088E-001;6.755311896149532E+001;
5.361600000000000E+006;-1.512591692011891E-001;-2.041235802984239E+001;-9.642343139433005E-001;1.897973024040369E-001;6.752949362766802E+001;
5.361700000000000E+006;-1.525250526262394E-001;-2.040228896875608E+001;-9.640880554530958E-001;1.897988072774016E-001;6.750142982905749E+001;
5.361800000000000E+006;-1.523286196685710E-001;-2.039228930869440E+001;-9.640877920714309E-001;1.899151534483284E-001;6.751560228464176E+001;
5.361900000000000E+006;-1.521356920471689E-001;-2.038368765001723E+001;-9.640801319938406E-001;1.900669052483809E-001;6.750221406038014E+001;
5.362000000000000E+006;-1.520236367986218E-001;-2.037838192315003E+001;-9.640783452462522E-001;1.901414931056302E-001;6.748974240545125E+001;
5.362100000000000E+006;-1.524240325540219E-001;-2.037966530254841E+001;-9.640308173730472E-001;1.901483823653535E-001;6.749160504480504E+001;
5.362200000000000E+006;-1.525900424598857E-001;-2.037565547030859E+001;-9.639846413607152E-001;1.902853888528411E-001;6.747210093500394E+001;
5.362300000000000E+006;-1.526474193639770E-001;-2.036944003442839E+001;-9.639522275551350E-001;1.904160331337588E-001;6.747475147442813E+001;
5.362400000000000E+006;-1.527106661005354E-001;-2.036417124633278E+001;-9.639348805942716E-001;1.904669226865008E-001;6.741187221807535E+001;
5.362500000000000E+006;-1.529916764109945E-001;-2.034943061829938E+001;-9.638919872892029E-001;1.905200046989369E-001;6.746820263384142E+001;
5.362600000000000E+006;-1.535047879668622E-001;-2.034344350176618E+001;-9.638152278265958E-001;1.906089977532049E-001;6.743006830282936E+001;
5.362700000000000E+006;-1.536721854059513E-001;-2.033371084869690E+001;-9.637667590642537E-001;1.907564210343212E-001;6.746156874024534E+001;
5.362800000000000E+006;-1.537145150545368E-001;-2.033514201982739E+001;-9.637386648324200E-001;1.908736652510348E-001;6.740917512660057E+001;
5.362900000000000E+006;-1.539808346084150E-001;-2.032967980540702E+001;-9.637063220931470E-001;1.908819187211882E-001;6.741638882074282E+001;
5.363000000000000E+006;-1.537476217849303E-001;-2.032174035996260E+001;-9.637086545612830E-001;1.910058672356184E-001;6.736290807189819E+001;
5.363100000000000E+006;-1.542730766676189E-001;-2.031699786687987E+001;-9.636382487702674E-001;1.910553915628552E-001;6.743783161491700E+001;
5.363200000000000E+006;-1.549718370057226E-001;-2.031371732446825E+001;-9.635385134828155E-001;1.911520396695005E-001;6.736269437356125E+001;
5.363300000000000E+006;-1.545586018571876E-001;-2.030391665461316E+001;-9.635684988010737E-001;1.912410446775465E-001;6.740722923747960E+001;
5.363400000000000E+006;-1.555008091545654E-001;-2.030111895790096E+001;-9.634495490897165E-001;1.912930005351291E-001;6.738296901993253E+001;
5.363500000000000E+006;-1.554393431613226E-001;-2.029317533312354E+001;-9.634275034654075E-001;1.914396683941759E-001;6.738786051145884E+001;
5.363600000000000E+006;-1.554730046708029E-001;-2.028621394892071E+001;-9.634131624288069E-001;1.914923006651681E-001;6.733226819651695E+001;
5.363700000000000E+006;-1.558750523584943E-001;-2.028349575115742E+001;-9.633396911411132E-001;1.916286693807059E-001;6.740310770448507E+001;
5.363800000000000E+006;-1.563212315192283E-001;-2.027768314774154E+001;-9.632874434579762E-001;1.916327197060372E-001;6.734132843077131E+001;
5.363900000000000E+006;-1.561039619796514E-001;-2.026486959012802E+001;-9.632901401206029E-001;1.917450510286123E-001;6.732265688716142E+001;
5.364000000000000E+006;-1.573954110003359E-001;-2.026683630391191E+001;-9.631206743169439E-001;1.918483768478855E-001;6.734641110911281E+001;
5.364100000000000E+006;-1.568603970807093E-001;-2.025229580119533E+001;-9.631808178246237E-001;1.918560899993456E-001;6.734620659383847E+001;
5.364200000000000E+006;-1.563486910786333E-001;-2.027706862845712E+001;-9.631993034969276E-001;1.920593670933220E-001;6.729300209198391E+001;
5.364300000000000E+006;-1.572110052875682E-001;-2.027801424295930E+001;-9.630859536946101E-001;1.921291996080492E-001;6.730228538002127E+001;
5.364400000000000E+006;-1.576301383655183E-001;-2.028078575882907E+001;-9.630221268878335E-001;1.922069022502180E-001;6.731000520097422E+001;
5.364500000000000E+006;-1.569576946203501E-001;-2.026940872463289E+001;-9.630829611144588E-001;1.922905315025777E-001;6.731884924101482E+001;
5.364600000000000E+006;-1.580692892932212E-001;-2.026286359551504E+001;-9.629447260710090E-001;1.923409881454159E-001;6.730714838314901E+001;
5.364700000000000E+006;-1.579993348646038E-001;-2.023043944874001E+001;-9.629271839410972E-001;1.924691445899494E-001;6.729236434727447E+001;
5.364800000000000E+006;-1.582351483255341E-001;-2.021456891258561E+001;-9.628797219700102E-001;1.925705519433061E-001;6.732239629352198E+001;
5.364900000000000E+006;-1.586330707752227E-001;-2.021153812783739E+001;-9.628214243751105E-001;1.926326517252247E-001;6.727374313598442E+001;
5.365000000000000E+006;-1.584778934929353E-001;-2.020494416459239E+001;-9.628344420732499E-001;1.926570030624499E-001;6.727518263324272E+001;
5.365100000000000E+006;-1.590635540767997E-001;-2.019263063556989E+001;-9.627391296144420E-001;1.927958496166522E-001;6.726836696571689E+001;
5.365200000000000E+006;-1.588834943724063E-001;-2.018167294635177E+001;-9.627322421135133E-001;1.929338523474113E-001;6.726143322821837E+001;
5.365300000000000E+006;-1.591452464610594E-001;-2.018249712161005E+001;-9.626916172379479E-001;1.929859779971861E-001;6.724455518463570E+001;
5.365400000000000E+006;-1.595827196272479E-001;-2.017799835646214E+001;-9.626272959232620E-001;1.930552360866411E-001;6.723356030701233E+001;
5.365500000000000E+006;-1.601399153005676E-001;-2.017118185787360E+001;-9.625340293339127E-001;1.931999356079526E-001;6.724549914345177E+001;
5.365600000000000E+006;-1.595966623043287E-001;-2.017120748828926E+001;-9.625865205792794E-001;1.932504355692628E-001;6.720055775861667E+001;
5.365700000000000E+006;-1.595839039261325E-001;-2.015831331291972E+001;-9.625715605613291E-001;1.933322605750366E-001;6.723393499939810E+001;
5.365800000000000E+006;-1.608619393160433E-001;-2.015520219829291E+001;-9.624013338638676E-001;1.934461814893827E-001;6.719315772957980E+001;
5.365900000000000E+006;-1.604420226320578E-001;-2.014934655441346E+001;-9.624386452904651E-001;1.935013815402683E-001;6.721643345633416E+001;
5.366000000000000E+006;-1.596460707602221E-001;-2.014000130938081E+001;-9.625015242457602E-001;1.936450105393089E-001;6.721646463108242E+001;
5.366100000000000E+006;-1.609373221142921E-001;-2.014260149879698E+001;-9.623323041921783E-001;1.937461293476275E-001;6.720239905421914E+001;
5.366200000000000E+006;-1.610931210227747E-001;-2.012893478613509E+001;-9.623021315368824E-001;1.938067739384158E-001;6.719342554544771E+001;
5.366300000000000E+006;-1.607978676878377E-001;-2.012434330864548E+001;-9.623109550607979E-001;1.939319339732745E-001;6.723157652122013E+001;
5.366400000000000E+006;-1.615099275241803E-001;-2.011685737824839E+001;-9.622022955827762E-001;1.940637170615110E-001;6.714339190970671E+001;
5.366500000000000E+006;-1.617072048540044E-001;-2.010911884023982E+001;-9.621652789867522E-001;1.941344747974308E-001;6.720333670608925E+001;
5.366600000000000E+006;-1.618434788789613E-001;-2.010216844079683E+001;-9.621473431769106E-001;1.941455059972354E-001;6.715739335347287E+001;
5.366700000000000E+006;-1.620659256366691E-001;-2.009357948651120E+001;-9.620902776551146E-001;1.943011573960579E-001;6.713873156219660E+001;
